index,task_id,start_time,manager_params,openwpm_version,browser_version
0,1639773410,2021-07-12 09:37:09,"{""data_directory"": ""/home/maaz/Desktop/openwpm-xdevice/datadir"", ""log_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/openwpm.log"", ""testing"": false, ""memory_watchdog"": false, ""process_watchdog"": false, ""num_browsers"": 1, ""_failure_limit"": null, ""storage_controller_address"": [""127.0.0.1"", 35061], ""logger_address"": [""127.0.0.1"", 45629], ""screenshot_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/screenshots"", ""source_dump_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/sources""}",ad03604,89.0
