index,task_id,start_time,manager_params,openwpm_version,browser_version
0,83163449,2021-07-09 19:00:26,"{""data_directory"": ""/home/maaz/Desktop/openwpm-xdevice/datadir"", ""log_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/openwpm.log"", ""testing"": false, ""memory_watchdog"": false, ""process_watchdog"": false, ""num_browsers"": 1, ""_failure_limit"": null, ""storage_controller_address"": [""127.0.0.1"", 41775], ""logger_address"": [""127.0.0.1"", 58389], ""screenshot_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/screenshots"", ""source_dump_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/sources""}",95bc1cd,89.0
