index,task_id,start_time,manager_params,openwpm_version,browser_version
0,2028969129,2021-07-14 05:22:49,"{""data_directory"": ""/home/maaz/Desktop/openwpm-xdevice/datadir"", ""log_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/openwpm.log"", ""testing"": false, ""memory_watchdog"": false, ""process_watchdog"": false, ""num_browsers"": 1, ""_failure_limit"": null, ""storage_controller_address"": [""127.0.0.1"", 42543], ""logger_address"": [""127.0.0.1"", 44383], ""screenshot_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/screenshots"", ""source_dump_path"": ""/home/maaz/Desktop/openwpm-xdevice/datadir/sources""}",5515a24,89.0
